datetime,year,day,5,6,7,8,13,14,15,16,22,28,60,88,89,90,92,93,95,96,97,98,110,111,121,122,123
2020-01-01 00:00:00,2020,2021-01-01 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 01:00:00,2020,2021-01-01 01:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 02:00:00,2020,2021-01-01 01:59:59.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 03:00:00,2020,2021-01-01 02:59:59.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 04:00:00,2020,2021-01-01 03:59:59.980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 05:00:00,2020,2021-01-01 04:59:59.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 06:00:00,2020,2021-01-01 05:59:59.970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 07:00:00,2020,2021-01-01 06:59:59.965,59.699999999999996,59.699999999999996,59.699999999999996,59.699999999999996,30.3,30.3,14.9,14.9,49.7,13.6,63.8,38.2,38.2,26.1,62.2,62.2,102.10000000000001,102.10000000000001,102.10000000000001,102.10000000000001,89.6,23.9,58.8,58.8,58.8
2020-01-01 08:00:00,2020,2021-01-01 07:59:59.960,72.3,72.3,72.3,72.3,36.599999999999994,36.599999999999994,29.2,17.5,63.1,28.3,82.3,61.4,61.4,48.7,95.8,95.8,147.6,147.6,147.6,147.6,124.0,30.7,96.0,96.0,96.0
2020-01-01 09:00:00,2020,2021-01-01 08:59:59.955,74.6,74.6,74.6,74.6,37.8,37.8,38.3,18.3,66.6,37.4,86.1,66.8,66.8,59.0,117.19999999999999,117.19999999999999,165.20000000000002,165.20000000000002,165.20000000000002,165.20000000000002,136.7,34.9,105.30000000000001,105.30000000000001,105.30000000000001
2020-01-01 10:00:00,2020,2021-01-01 09:59:59.950,75.2,75.2,75.2,75.2,37.599999999999994,37.599999999999994,44.9,18.3,67.1,44.1,86.6,70.30000000000001,70.30000000000001,66.0,129.60000000000002,129.60000000000002,171.79999999999998,171.79999999999998,171.79999999999998,171.79999999999998,138.9,35.2,107.30000000000001,107.30000000000001,107.30000000000001
2020-01-01 11:00:00,2020,2021-01-01 10:59:59.945,74.2,74.2,74.2,74.2,36.8,36.8,49.0,17.7,67.6,45.8,85.0,69.69999999999999,69.69999999999999,67.6,133.7,133.7,170.2,170.2,170.2,170.2,131.6,33.6,105.7,105.7,105.7
2020-01-01 12:00:00,2020,2021-01-01 11:59:59.940,73.3,73.3,73.3,73.3,36.0,36.0,47.0,17.8,66.5,45.3,84.5,67.69999999999999,67.69999999999999,65.5,129.2,129.2,167.9,167.9,167.9,167.9,133.7,33.7,101.50000000000001,101.50000000000001,101.50000000000001
2020-01-01 13:00:00,2020,2021-01-01 12:59:59.935,71.0,71.0,71.0,71.0,35.0,35.0,40.7,17.7,63.3,39.6,80.9,67.1,67.1,62.7,123.19999999999999,123.19999999999999,160.89999999999998,160.89999999999998,160.89999999999998,160.89999999999998,129.4,33.5,98.1,98.1,98.1
2020-01-01 14:00:00,2020,2021-01-01 13:59:59.930,62.60000000000001,62.60000000000001,62.60000000000001,62.60000000000001,30.9,30.9,29.7,15.7,55.1,29.5,71.6,63.0,63.0,54.8,107.4,107.4,147.4,147.4,147.4,147.4,113.9,29.7,91.6,91.6,91.6
2020-01-01 15:00:00,2020,2021-01-01 14:59:59.925,40.2,40.2,40.2,40.2,20.1,20.1,12.7,10.3,31.4,13.9,41.1,44.4,44.4,34.5,64.19999999999999,64.19999999999999,100.29999999999998,100.29999999999998,100.29999999999998,100.29999999999998,75.8,21.7,64.4,64.4,64.4
2020-01-01 16:00:00,2020,2021-01-01 15:59:59.920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 17:00:00,2020,2021-01-01 16:59:59.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 18:00:00,2020,2021-01-01 17:59:59.910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 19:00:00,2020,2021-01-01 18:59:59.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
