datetime,year,month,day1,day,hour,temp_C,IT_MW,PUE,Lpeak_sys_MW,normalized
1/1/2020 0:00,2020,1,1,1/1/2020,1,13.116,99.497,1.112,464.327465,0.58760379
1/1/2020 1:00,2020,1,1,1/1/2020,2,12.851,100.877,1.107,464.3184344658172,0.587592362
1/1/2020 2:00,2020,1,1,1/1/2020,3,10.034,100.385,1.08,464.3094335931968,0.587580972
1/1/2020 3:00,2020,1,1,1/1/2020,4,9.497,99.374,1.08,464.30046241440857,0.587569619
1/1/2020 4:00,2020,1,1,1/1/2020,5,8.79,99.617,1.08,464.2915209340678,0.587558303
1/1/2020 5:00,2020,1,1,1/1/2020,6,9.509,100.739,1.08,464.28260915677464,0.587547026
1/1/2020 6:00,2020,1,1,1/1/2020,7,7.98,98.836,1.08,464.2737270871137,0.587535785
1/1/2020 7:00,2020,1,1,1/1/2020,8,5.989,101.046,1.08,496.23206176795213,0.627978878
1/1/2020 8:00,2020,1,1,1/1/2020,9,6.319,97.638,1.08,573.3988556260249,0.725633021
1/1/2020 9:00,2020,1,1,1/1/2020,10,5.72,99.822,1.08,650.5656792053924,0.823287201
1/1/2020 10:00,2020,1,1,1/1/2020,11,4.875,100.648,1.08,682.5241031,0.863730406
1/1/2020 11:00,2020,1,1,1/1/2020,12,5.492,101.199,1.08,682.5153695868366,0.863719354
1/1/2020 12:00,2020,1,1,1/1/2020,13,6.022,101.402,1.08,682.5066659,0.86370834
1/1/2020 13:00,2020,1,1,1/1/2020,14,7.721,97.889,1.08,682.4979918692469,0.863697363
1/1/2020 14:00,2020,1,1,1/1/2020,15,8.997,99.806,1.08,682.4893476238607,0.863686423
1/1/2020 15:00,2020,1,1,1/1/2020,16,8.596,100.622,1.08,682.4807331266813,0.863675522
1/1/2020 16:00,2020,1,1,1/1/2020,17,12.036,100.578,1.091,682.4721484,0.863664658
1/1/2020 17:00,2020,1,1,1/1/2020,18,12.294,100.981,1.096,682.4635933946558,0.863653832
1/1/2020 18:00,2020,1,1,1/1/2020,19,13.059,96.947,1.111,682.4550681686273,0.863643043
1/1/2020 19:00,2020,1,1,1/1/2020,20,13.638,99.633,1.123,614.5354949520396,0.777691206
1/1/2020 20:00,2020,1,1,1/1/2020,21,15.619,100.356,1.162,546.6159515,0.691739406
1/1/2020 21:00,2020,1,1,1/1/2020,22,14.349,99.949,1.137,546.6075155902599,0.691728731
1/1/2020 22:00,2020,1,1,1/1/2020,23,14.202,98.825,1.134,546.5991095,0.691718093
1/1/2020 23:00,2020,1,1,1/1/2020,24,14.475,99.879,1.14,505.3590073198268,0.639528976
1/2/2020 0:00,2020,1,2,1/2/2020,1,13.19,99.482,1.114,464.1189349734326,0.587339897
1/2/2020 1:00,2020,1,2,1/2/2020,2,12.89,98.906,1.108,464.1106181995467,0.587329372
1/2/2020 2:00,2020,1,2,1/2/2020,3,11.255,100.278,1.08,464.10233122177567,0.587318885
1/2/2020 3:00,2020,1,2,1/2/2020,4,10.081,100.505,1.08,464.0940740443825,0.587308435
1/2/2020 4:00,2020,1,2,1/2/2020,5,9.831,100.064,1.08,464.0858466716154,0.587298024
1/2/2020 5:00,2020,1,2,1/2/2020,6,7.742,100.575,1.08,464.0776491,0.58728765
1/2/2020 6:00,2020,1,2,1/2/2020,7,6.145,100.478,1.08,464.0694813568746,0.587277313
1/2/2020 7:00,2020,1,2,1/2/2020,8,5.147,99.104,1.08,496.0285304616179,0.62772131
1/2/2020 8:00,2020,1,2,1/2/2020,9,5.753,102.563,1.08,573.1960388,0.725376357
1/2/2020 9:00,2020,1,2,1/2/2020,10,4.783,101.87,1.08,650.3635771,0.823031442
1/2/2020 10:00,2020,1,2,1/2/2020,11,6.307,102.657,1.08,682.3227156422618,0.863475552
1/2/2020 11:00,2020,1,2,1/2/2020,12,6.377,102.661,1.08,682.3146970195321,0.863465404
1/2/2020 12:00,2020,1,2,1/2/2020,13,6.617,102.211,1.08,682.3067082348603,0.863455294
1/2/2020 13:00,2020,1,2,1/2/2020,14,7.269,102.125,1.08,682.2987493,0.863445222
1/2/2020 14:00,2020,1,2,1/2/2020,15,8.812,100.395,1.08,682.2908201961138,0.863435188
1/2/2020 15:00,2020,1,2,1/2/2020,16,10.501,101.879,1.08,682.2829209502133,0.863425192
1/2/2020 16:00,2020,1,2,1/2/2020,17,11.871,102.279,1.087,682.2750515587179,0.863415233
1/2/2020 17:00,2020,1,2,1/2/2020,18,11.309,102.201,1.08,682.2672120256761,0.863405312
1/2/2020 18:00,2020,1,2,1/2/2020,19,14.711,102.027,1.144,682.2594023551212,0.863395429
1/2/2020 19:00,2020,1,2,1/2/2020,20,13.385,101.069,1.118,614.3405447946695,0.777444497
1/2/2020 20:00,2020,1,2,1/2/2020,21,13.402,99.529,1.118,546.4217171047248,0.691493604
1/2/2020 21:00,2020,1,2,1/2/2020,22,15.742,99.464,1.165,546.4139970456758,0.691483834
1/2/2020 22:00,2020,1,2,1/2/2020,23,15.321,99.246,1.156,546.4063068650923,0.691474102
1/2/2020 23:00,2020,1,2,1/2/2020,24,14.65,100.606,1.143,505.1669207862585,0.639285891
1/3/2020 0:00,2020,1,3,1/3/2020,1,12.65,101.592,1.103,463.9275645937877,0.587097719
1/3/2020 1:00,2020,1,3,1/3/2020,2,13.119,97.749,1.112,463.91996407227754,0.5870881
1/3/2020 2:00,2020,1,3,1/3/2020,3,11.097,99.023,1.08,463.91239344496597,0.58707852
1/3/2020 3:00,2020,1,3,1/3/2020,4,8.913,99.48,1.08,463.90485271574795,0.587068977
1/3/2020 4:00,2020,1,3,1/3/2020,5,8.333,101.382,1.08,463.89734188850264,0.587059472
1/3/2020 5:00,2020,1,3,1/3/2020,6,6.782,98.179,1.08,463.889861,0.587050005
