datetime,year,day,11,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
1/1/2020 0:00,2020,1/1/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2020 1:00,2020,1/1/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2020 2:00,2020,1/1/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2020 3:00,2020,1/1/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2020 4:00,2020,1/1/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2020 5:00,2020,1/1/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2020 6:00,2020,1/1/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2020 7:00,2020,1/1/2021,0,59.7,30.3,14.9,14.9,49.7,13.6,63.8,38.2,26.1,62.2,102.1,89.6,23.9,58.8,15.7,2.3,13.3,114.6,23.3
1/1/2020 8:00,2020,1/1/2021,6,72.3,36.6,29.2,17.5,63.1,28.3,82.3,61.4,48.7,95.8,147.6,124,30.7,96,35.7,5,35.9,291.5,56.1
1/1/2020 9:00,2020,1/1/2021,0,74.6,37.8,38.3,18.3,66.6,37.4,86.1,66.8,59,117.2,165.2,136.7,34.9,105.3,50.2,7,52.9,425.7,81.7
1/1/2020 10:00,2020,1/1/2021,33.3,75.2,37.6,44.9,18.3,67.1,44.1,86.6,70.3,66,129.6,171.8,138.9,35.2,107.3,59.7,8,64.5,509.9,96.3
1/1/2020 11:00,2020,1/1/2021,0,74.2,36.8,49,17.7,67.6,45.8,85,69.7,67.6,133.7,170.2,131.6,33.6,105.7,63.1,8.3,67,533.9,102.4
1/1/2020 12:00,2020,1/1/2021,0,73.3,36,47,17.8,66.5,45.3,84.5,67.7,65.5,129.2,167.9,133.7,33.7,101.5,61.4,8,65.4,523.9,101.6
1/1/2020 13:00,2020,1/1/2021,0,71,35,40.7,17.7,63.3,39.6,80.9,67.1,62.7,123.2,160.9,129.4,33.5,98.1,54.7,7.3,59.2,470.4,90.2
1/1/2020 14:00,2020,1/1/2021,0,62.6,30.9,29.7,15.7,55.1,29.5,71.6,63,54.8,107.4,147.4,113.9,29.7,91.6,41.8,5.3,48,366.9,67.9
1/1/2020 15:00,2020,1/1/2021,0,40.2,20.1,12.7,10.3,31.4,13.9,41.1,44.4,34.5,64.2,100.3,75.8,21.7,64.4,19.7,2.1,23.2,180,32.3
1/1/2020 16:00,2020,1/1/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2020 17:00,2020,1/1/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2020 18:00,2020,1/1/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2020 19:00,2020,1/1/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2020 20:00,2020,1/1/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2020 21:00,2020,1/1/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2020 22:00,2020,1/1/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2020 23:00,2020,1/1/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
